GeneNames	knockout	wt	log2fc	log2(Fold_change) normalized	z-score	p-value	q-value	q-value(Storey et al. 2003)	Signature(p-value < 0.001)
XOO1981	632	1355	-1.100296388	-1.086061193	-16.19529804	5.44E-59	8.23E-58	2.89E-58	TRUE
XOO0857	944	1795	-0.927125079	-0.912889885	-16.14624094	1.21E-58	1.82E-57	6.39E-58	TRUE
XOO3561	2664	4008	-0.589288426	-0.575053232	-16.11905442	1.87E-58	2.81E-57	9.89E-58	TRUE
XOO3397	240	3	6.321928095	6.33616329	16.08697017	3.15E-58	4.71E-57	1.66E-57	TRUE
XOO0971	6970	5265	0.404725125	0.418960319	15.99632192	1.36E-57	2.02E-56	7.10E-57	TRUE
XOO2592	300	830	-1.468148836	-1.453913641	-15.91961389	4.63E-57	6.88E-56	2.42E-56	TRUE
XOO1471	23	282	-3.615989396	-3.601754202	-15.84259837	1.58E-56	2.34E-55	8.22E-56	TRUE
XOO0066	10558	8473	0.317391797	0.331626992	15.8290767	1.96E-56	2.89E-55	1.02E-55	TRUE
XOO2589	1150	2049	-0.833286123	-0.819050929	-15.73183082	9.15E-56	1.34E-54	4.72E-55	TRUE
XOO0343	868	1662	-0.937153434	-0.92291824	-15.67973031	2.08E-55	3.05E-54	1.07E-54	TRUE
XOO0136	310	37	3.06667104	3.080906234	15.62748495	4.73E-55	6.90E-54	2.42E-54	TRUE
XOO1036	6100	8015	-0.393893278	-0.379658083	-15.57573528	1.06E-54	1.55E-53	5.43E-54	TRUE
XOO1116	1932	3050	-0.658714149	-0.644478954	-15.56859127	1.19E-54	1.72E-53	6.05E-54	TRUE
XOO3893	1704	2760	-0.695742931	-0.681507737	-15.56012995	1.36E-54	1.96E-53	6.88E-54	TRUE
XOO3095	293	32	3.194756854	3.208992049	15.47719153	4.95E-54	7.11E-53	2.50E-53	TRUE
XOO2849	14	243	-4.117457582	-4.103222387	-15.3594392	3.06E-53	4.38E-52	1.54E-52	TRUE
XOO0669	619	198	1.644438979	1.658674174	15.21194968	2.95E-52	4.20E-51	1.48E-51	TRUE
XOO1982	478	1077	-1.171935727	-1.157700532	-15.20074173	3.50E-52	4.97E-51	1.75E-51	TRUE
XOO2507	3357	4750	-0.500754976	-0.486519782	-15.07727504	2.29E-51	3.24E-50	1.14E-50	TRUE
XOO3393	264	0	9.044394119	9.058629314	15.04942095	3.48E-51	4.92E-50	1.73E-50	TRUE
XOO3645	1147	2000	-0.802134609	-0.787899414	-15.03232899	4.51E-51	6.34E-50	2.23E-50	TRUE
XOO1747	178	586	-1.719023423	-1.704788229	-15.01699364	5.68E-51	7.97E-50	2.80E-50	TRUE
XOO3388	230	1	7.845490051	7.859725246	15.00214542	7.11E-51	9.93E-50	3.49E-50	TRUE
XOO3380	229	1	7.839203788	7.853438983	14.97382626	1.09E-50	1.52E-49	5.33E-50	TRUE
XOO0526	689	1364	-0.985267756	-0.971032562	-14.82058958	1.08E-49	1.50E-48	5.26E-49	TRUE
XOO2178	2092	3187	-0.607316168	-0.593080973	-14.77656094	2.07E-49	2.87E-48	1.01E-48	TRUE
XOO1032	7532	9536	-0.340351236	-0.326116041	-14.73265799	3.98E-49	5.48E-48	1.93E-48	TRUE
XOO4008	601	1233	-1.036735904	-1.022500709	-14.70583035	5.91E-49	8.12E-48	2.85E-48	TRUE
XOO0297	239	20	3.578938713	3.593173908	14.64376022	1.48E-48	2.02E-47	7.10E-48	TRUE
XOO4030	213	633	-1.571352069	-1.557116875	-14.6252379	1.94E-48	2.64E-47	9.29E-48	TRUE
XOO2946	981	1748	-0.833380143	-0.819144949	-14.5314105	7.66E-48	1.04E-46	3.66E-47	TRUE
XOO4396	1432	2335	-0.705391057	-0.691155863	-14.48972397	1.41E-47	1.91E-46	6.70E-47	TRUE
XOO2936	4152	2979	0.47897832	0.493213515	14.34327915	1.17E-46	1.58E-45	5.57E-46	TRUE
XOO3582	3587	4948	-0.464067755	-0.44983256	-14.31910663	1.66E-46	2.24E-45	7.86E-46	TRUE
XOO3284	332	62	2.420843121	2.435078316	14.29609378	2.31E-46	3.10E-45	1.09E-45	TRUE
XOO4264	1452	2346	-0.69216156	-0.677926365	-14.27854256	2.98E-46	3.98E-45	1.40E-45	TRUE
XOO0611	217	16	3.761551232	3.775786427	14.20591179	8.42E-46	1.12E-44	3.94E-45	TRUE
XOO0966	2491	3625	-0.541255974	-0.527020779	-14.16602114	1.49E-45	1.97E-44	6.94E-45	TRUE
XOO2887	1839	2824	-0.618818609	-0.604583414	-14.1505214	1.85E-45	2.45E-44	8.62E-45	TRUE
XOO1753	686	1324	-0.948622641	-0.934387446	-14.14009381	2.15E-45	2.84E-44	9.97E-45	TRUE
XOO3404	1855	1108	0.743461305	0.7576965	14.06430623	6.29E-45	8.27E-44	2.91E-44	TRUE
XOO3762	1573	892	0.818403055	0.83263825	14.04806142	7.92E-45	1.04E-43	3.65E-44	TRUE
XOO2588	552	1129	-1.032305314	-1.018070119	-14.02161569	1.15E-44	1.50E-43	5.28E-44	TRUE
XOO2614	422	939	-1.153882159	-1.139646964	-14.01577226	1.25E-44	1.62E-43	5.71E-44	TRUE
XOO3345	197	582	-1.562823523	-1.548588329	-13.96745914	2.46E-44	3.19E-43	1.12E-43	TRUE
XOO1605	688	1317	-0.936774876	-0.922539681	-13.95246073	3.04E-44	3.93E-43	1.38E-43	TRUE
XOO3822	2132	3160	-0.56771712	-0.553481926	-13.8259918	1.78E-43	2.29E-42	8.05E-43	TRUE
XOO3590	10047	12202	-0.280352854	-0.266117659	-13.74649648	5.35E-43	6.87E-42	2.41E-42	TRUE
XOO0390	1238	2030	-0.713468413	-0.699233218	-13.64858893	2.06E-42	2.64E-41	9.27E-42	TRUE
YXOOp09	1532	2402	-0.648819854	-0.634584659	-13.62635575	2.79E-42	3.56E-41	1.25E-41	TRUE
XOO1175	2160	3175	-0.555725279	-0.541490085	-13.58675048	4.80E-42	6.11E-41	2.15E-41	TRUE
XOO0727	1469	2312	-0.654307002	-0.640071807	-13.47127294	2.31E-41	2.93E-40	1.03E-40	TRUE
XOO0584	4657	6104	-0.39035408	-0.376118885	-13.47099384	2.32E-41	2.93E-40	1.03E-40	TRUE
XOO2968	8427	10360	-0.297932973	-0.283697778	-13.45885106	2.73E-41	3.44E-40	1.21E-40	TRUE
XOO3591	10703	12879	-0.267005345	-0.25277015	-13.44670291	3.22E-41	4.05E-40	1.42E-40	TRUE
XOO4378	1105	1844	-0.738792286	-0.724557092	-13.42008108	4.61E-41	5.78E-40	2.03E-40	TRUE
XOO4323	892	1560	-0.806430414	-0.792195219	-13.33800638	1.39E-40	1.74E-39	6.11E-40	TRUE
XOO4472	234	618	-1.401098308	-1.386863114	-13.25627157	4.15E-40	5.17E-39	1.82E-39	TRUE
XOO1621	6104	7726	-0.339966715	-0.325731521	-13.24316799	4.94E-40	6.13E-39	2.16E-39	TRUE
XOO0733	1921	2855	-0.571633227	-0.557398032	-13.2253545	6.26E-40	7.75E-39	2.72E-39	TRUE
XOO2596	384	848	-1.142957954	-1.128722759	-13.21653411	7.04E-40	8.69E-39	3.05E-39	TRUE
XOO1949	189	15	3.655351829	3.669587023	13.12417063	2.39E-39	2.94E-38	1.03E-38	TRUE
XOO2598	497	1008	-1.020177882	-1.005942687	-13.11851007	2.58E-39	3.16E-38	1.11E-38	TRUE
XOO0670	499	171	1.54504349	1.559278685	13.06258547	5.39E-39	6.58E-38	2.31E-38	TRUE
XOO1914	942	1606	-0.769672928	-0.755437733	-12.98784963	1.43E-38	1.75E-37	6.14E-38	TRUE
XOO1387	1418	2215	-0.643449166	-0.629213972	-12.98625689	1.46E-38	1.78E-37	6.25E-38	TRUE
XOO1551	110	394	-1.840692106	-1.826456911	-12.91688183	3.61E-38	4.38E-37	1.54E-37	TRUE
XOO4379	1193	1921	-0.687263476	-0.673028281	-12.8375563	1.01E-37	1.22E-36	4.29E-37	TRUE
XOO1630	12884	11022	0.225194534	0.239429728	12.83246004	1.08E-37	1.30E-36	4.57E-37	TRUE
XOO1328	3080	4205	-0.44917545	-0.434940255	-12.7951503	1.75E-37	2.09E-36	7.36E-37	TRUE
XOO1636	1244	1967	-0.661010472	-0.646775278	-12.5406435	4.47E-36	5.35E-35	1.88E-35	TRUE
XOO0011	3458	4622	-0.418579391	-0.404344196	-12.53794474	4.63E-36	5.52E-35	1.94E-35	TRUE
XOO2380	1009	1667	-0.72432793	-0.710092735	-12.53618478	4.73E-36	5.63E-35	1.98E-35	TRUE
XOO1034	4992	6380	-0.35393849	-0.339703295	-12.51806688	5.95E-36	7.05E-35	2.48E-35	TRUE
XOO2782	446	905	-1.020874082	-1.006638887	-12.4371854	1.64E-35	1.94E-34	6.83E-35	TRUE
XOO2608	307	699	-1.1870538	-1.172818605	-12.37304513	3.66E-35	4.31E-34	1.52E-34	TRUE
XOO2604	403	840	-1.059609489	-1.045374295	-12.35996167	4.30E-35	5.06E-34	1.78E-34	TRUE
XOO2963	6652	5369	0.309134764	0.323369958	12.26296421	1.43E-34	1.68E-33	5.90E-34	TRUE
XOO2352	1095	1761	-0.685464039	-0.671228845	-12.2620561	1.45E-34	1.69E-33	5.95E-34	TRUE
XOO0168	412	846	-1.038013326	-1.023778131	-12.1933348	3.37E-34	3.93E-33	1.38E-33	TRUE
XOO4537	2444	3401	-0.476714721	-0.462479526	-12.17619539	4.16E-34	4.84E-33	1.70E-33	TRUE
XOO2087	168	15	3.485426827	3.499662022	12.15325084	5.51E-34	6.39E-33	2.25E-33	TRUE
XOO4009	875	1470	-0.748461233	-0.734226038	-12.12117286	8.16E-34	9.43E-33	3.31E-33	TRUE
XOO3177	6355	5116	0.312875861	0.327111056	12.11641316	8.65E-34	9.96E-33	3.50E-33	TRUE
XOO0841	3933	2963	0.40857156	0.422806755	12.11381463	8.92E-34	1.03E-32	3.60E-33	TRUE
XOO0730	5575	6992	-0.32673338	-0.312498185	-12.11323297	8.99E-34	1.03E-32	3.62E-33	TRUE
XOO3370	6058	7532	-0.314191422	-0.299956227	-12.09485269	1.12E-33	1.28E-32	4.51E-33	TRUE
XOO2870	1335	2051	-0.61948775	-0.605252555	-12.07019276	1.52E-33	1.73E-32	6.08E-33	TRUE
XOO2414	988	1611	-0.705373547	-0.691138353	-12.03426432	2.35E-33	2.67E-32	9.37E-33	TRUE
XOO1634	1598	2372	-0.569836602	-0.555601407	-12.01905136	2.82E-33	3.20E-32	1.12E-32	TRUE
XOO2179	2937	2112	0.475733431	0.489968626	11.98906993	4.05E-33	4.58E-32	1.61E-32	TRUE
XOO4167	7126	5831	0.289349161	0.303584355	11.95749479	5.93E-33	6.68E-32	2.35E-32	TRUE
XOO0794	580	246	1.237394585	1.251629779	11.92348519	8.93E-33	1.00E-31	3.52E-32	TRUE
XOO2942	1307	776	0.752130584	0.766365778	11.92191601	9.10E-33	1.02E-31	3.58E-32	TRUE
XOO2859	806	1369	-0.764270703	-0.750035508	-11.91639157	9.72E-33	1.09E-31	3.82E-32	TRUE
XOO1612	2598	3555	-0.452448129	-0.438212934	-11.84559037	2.27E-32	2.53E-31	8.88E-32	TRUE
XOO2416	2110	2975	-0.495646669	-0.481411475	-11.81482994	3.27E-32	3.63E-31	1.28E-31	TRUE
XOO2585	35	212	-2.598637438	-2.584402243	-11.75654034	6.54E-32	7.24E-31	2.54E-31	TRUE
XOO0660	1101	1737	-0.657783285	-0.643548091	-11.73212695	8.72E-32	9.63E-31	3.39E-31	TRUE
XOO3395	132	1	7.044394119	7.058629314	11.72675029	9.30E-32	1.02E-30	3.60E-31	TRUE
XOO4287	386	787	-1.027762788	-1.013527594	-11.66335265	1.96E-31	2.15E-30	7.57E-31	TRUE
XOO3195	280	71	1.979535897	1.993771092	11.60382707	3.94E-31	4.32E-30	1.52E-30	TRUE
XOO1419	2009	2838	-0.498397025	-0.484161831	-11.59978669	4.13E-31	4.51E-30	1.59E-30	TRUE
XOO2600	84	308	-1.874469118	-1.860233923	-11.56373554	6.29E-31	6.85E-30	2.41E-30	TRUE
XOO4081	235	49	2.261807102	2.276042297	11.55622745	6.87E-31	7.46E-30	2.62E-30	TRUE
XOO3596	5650	7007	-0.310546029	-0.296310834	-11.53046154	9.26E-31	1.00E-29	3.53E-30	TRUE
XOO0909	2235	1548	0.52986936	0.544104555	11.50464115	1.25E-30	1.35E-29	4.75E-30	TRUE
XOO2861	1518	2238	-0.560038246	-0.545803051	-11.48805401	1.51E-30	1.63E-29	5.74E-30	TRUE
XOO3364	88	313	-1.830587228	-1.816352034	-11.46912233	1.89E-30	2.03E-29	7.12E-30	TRUE
XOO4113	1175	695	0.757575874	0.771811068	11.37328381	5.68E-30	6.09E-29	2.14E-29	TRUE
XOO0780	3818	4920	-0.365841213	-0.351606018	-11.35243068	7.21E-30	7.71E-29	2.71E-29	TRUE
XOO2594	186	476	-1.355658952	-1.341423758	-11.34168404	8.16E-30	8.70E-29	3.06E-29	TRUE
XOO4614	567	251	1.175661371	1.189896566	11.32817449	9.52E-30	1.01E-28	3.56E-29	TRUE
XOO0731	1907	2695	-0.498980429	-0.484745235	-11.3160481	1.09E-29	1.16E-28	4.07E-29	TRUE
XOO1527	2286	3143	-0.459316869	-0.445081674	-11.29859437	1.33E-29	1.41E-28	4.96E-29	TRUE
XOO0561	725	362	1.001991298	1.016226492	11.27449413	1.75E-29	1.85E-28	6.50E-29	TRUE
XOO1978	15	152	-3.341036918	-3.326801723	-11.2674775	1.90E-29	2.00E-28	7.03E-29	TRUE
XOO1688	546	239	1.191890333	1.206125528	11.23636078	2.70E-29	2.84E-28	9.97E-29	TRUE
XOO4003	152	16	3.247927513	3.262162708	11.22826563	2.96E-29	3.10E-28	1.09E-28	TRUE
XOO4199	2034	2837	-0.480046471	-0.465811277	-11.19373021	4.38E-29	4.57E-28	1.61E-28	TRUE
XOO3935	158	425	-1.427538283	-1.413303088	-11.15131294	7.06E-29	7.35E-28	2.58E-28	TRUE
XOO1843	1118	1723	-0.624002513	-0.609767319	-11.13640942	8.34E-29	8.66E-28	3.05E-28	TRUE
XOO0793	416	158	1.39665897	1.410894165	11.07289195	1.70E-28	1.76E-27	6.18E-28	TRUE
XOO1125	471	881	-0.903414959	-0.889179765	-11.06220925	1.91E-28	1.98E-27	6.95E-28	TRUE
XOO0201	138	12	3.523561956	3.537797151	11.0614903	1.93E-28	1.99E-27	6.99E-28	TRUE
XOO0911	692	1170	-0.757664587	-0.743429392	-10.93154841	8.14E-28	8.37E-27	2.94E-27	TRUE
XOO2393	4708	3748	0.328993367	0.343228562	10.90979119	1.03E-27	1.06E-26	3.73E-27	TRUE
XOO4825	343	696	-1.02087873	-1.006643535	-10.90674062	1.07E-27	1.09E-26	3.85E-27	TRUE
XOO3254	6913	5750	0.26574997	0.279985164	10.90619931	1.08E-27	1.10E-26	3.86E-27	TRUE
XOO4212	909	1446	-0.669715353	-0.655480158	-10.87994942	1.44E-27	1.46E-26	5.14E-27	TRUE
XOO0779	2485	3341	-0.427034131	-0.412798936	-10.86503979	1.69E-27	1.72E-26	6.03E-27	TRUE
XOO2599	524	941	-0.844627911	-0.830392717	-10.78624936	4.00E-27	4.05E-26	1.42E-26	TRUE
XOO0768	706	362	0.963678486	0.977913681	10.77763144	4.39E-27	4.43E-26	1.56E-26	TRUE
XOO2065	11541	10067	0.197134416	0.211369611	10.77237921	4.65E-27	4.68E-26	1.65E-26	TRUE
XOO4387	483	885	-0.873654266	-0.859419072	-10.77162635	4.69E-27	4.71E-26	1.66E-26	TRUE
XOO0795	374	138	1.438370003	1.452605198	10.73155051	7.24E-27	7.25E-26	2.55E-26	TRUE
XOO0701	2352	1693	0.474306087	0.488541282	10.69945956	1.02E-26	1.02E-25	3.60E-26	TRUE
XOO3354	178	32	2.475733431	2.489968626	10.60239941	2.90E-26	2.90E-25	1.02E-25	TRUE
XOO1450	3359	4322	-0.363667277	-0.349432082	-10.57757737	3.79E-26	3.77E-25	1.32E-25	TRUE
XOO3559a	1724	2420	-0.489247273	-0.475012078	-10.52525775	6.61E-26	6.56E-25	2.30E-25	TRUE
XOO4281	165	27	2.611434712	2.625669907	10.5140322	7.44E-26	7.37E-25	2.59E-25	TRUE
XOO0978	3032	3939	-0.377559663	-0.363324469	-10.47372504	1.14E-25	1.13E-24	3.96E-25	TRUE
XOO3369	852	479	0.830827774	0.845062969	10.46973313	1.19E-25	1.17E-24	4.12E-25	TRUE
XOO4455	1083	658	0.718873754	0.733108948	10.44113281	1.61E-25	1.58E-24	5.56E-25	TRUE
XOO3860	3801	2979	0.351550902	0.365786096	10.4049828	2.35E-25	2.31E-24	8.10E-25	TRUE
XOO3508	2071	2821	-0.445879112	-0.431643918	-10.40482102	2.36E-25	2.30E-24	8.10E-25	TRUE
XOO2227	310	627	-1.016197228	-1.001962033	-10.31214587	6.21E-25	6.06E-24	2.13E-24	TRUE
XOO4153	1663	2332	-0.48777962	-0.473544425	-10.30270599	6.85E-25	6.67E-24	2.34E-24	TRUE
XOO2044	11889	10462	0.184468698	0.198703893	10.30155709	6.93E-25	6.73E-24	2.37E-24	TRUE
XOO1782	446	815	-0.869756349	-0.855521155	-10.29685039	7.28E-25	7.05E-24	2.48E-24	TRUE
XOO4289	19285	21550	-0.160208723	-0.145973529	-10.24526174	1.24E-24	1.20E-23	4.22E-24	TRUE
XOO2805	1525	2163	-0.504224423	-0.489989228	-10.23750188	1.35E-24	1.30E-23	4.56E-24	TRUE
XOO2862	2350	3128	-0.412579756	-0.398344561	-10.17007154	2.70E-24	2.59E-23	9.11E-24	TRUE
XOO1418	1396	2003	-0.52086348	-0.506628285	-10.15659071	3.10E-24	2.97E-23	1.04E-23	TRUE
XOO4446	664	1095	-0.721675723	-0.707440529	-10.12631719	4.22E-24	4.04E-23	1.42E-23	TRUE
XOO1917	450	813	-0.853330351	-0.839095156	-10.11550649	4.72E-24	4.50E-23	1.58E-23	TRUE
XOO1099	497	874	-0.814387428	-0.800152233	-10.06916824	7.56E-24	7.20E-23	2.53E-23	TRUE
XOO0119	298	103	1.532667993	1.546903188	10.0357651	1.06E-23	1.01E-22	3.54E-23	TRUE
XOO2612	52	208	-2	-1.985764805	-9.92576618	3.22E-23	3.05E-22	1.07E-22	TRUE
XOO3970	1365	1950	-0.514573173	-0.500337978	-9.907627843	3.86E-23	3.65E-22	1.28E-22	TRUE
XOO3725	543	268	1.018719197	1.032954392	9.888982055	4.65E-23	4.38E-22	1.54E-22	TRUE
XOO1968	5059	6157	-0.283375329	-0.269140135	-9.862720752	6.04E-23	5.68E-22	2.00E-22	TRUE
XOO4441	135	20	2.754887502	2.769122697	9.783617644	1.32E-22	1.24E-21	4.37E-22	TRUE
XOO2873	2237	1648	0.440849014	0.455084208	9.776420751	1.42E-22	1.33E-21	4.68E-22	TRUE
XOO3415	2268	1675	0.437259545	0.451494739	9.77240109	1.48E-22	1.38E-21	4.86E-22	TRUE
XOO0226	903	1377	-0.608730667	-0.594495472	-9.731646106	2.21E-22	2.06E-21	7.24E-22	TRUE
XOO3598	808	1258	-0.638704724	-0.62446953	-9.719858642	2.48E-22	2.31E-21	8.11E-22	TRUE
XOO3751	338	133	1.345597001	1.359832195	9.705181724	2.87E-22	2.66E-21	9.35E-22	TRUE
XOO2559	8	103	-3.686500527	-3.672265333	-9.643412481	5.24E-22	4.85E-21	1.71E-21	TRUE
XOO3563	4497	5509	-0.292827579	-0.278592384	-9.640297521	5.40E-22	4.99E-21	1.75E-21	TRUE
XOO3400	92	0	7.523561956	7.537797151	9.621602942	6.48E-22	5.97E-21	2.10E-21	TRUE
XOO0418	33	163	-2.304334035	-2.29009884	-9.612741669	7.06E-22	6.50E-21	2.28E-21	TRUE
XOO1849	867	1326	-0.612976877	-0.598741682	-9.610806196	7.20E-22	6.60E-21	2.32E-21	TRUE
XOO2185	1228	1767	-0.524991479	-0.510756285	-9.610080137	7.25E-22	6.64E-21	2.33E-21	TRUE
XOO2760	829	1278	-0.624443829	-0.610208635	-9.59680569	8.25E-22	7.53E-21	2.65E-21	TRUE
XOO2387	688	1100	-0.677023054	-0.662787859	-9.582678933	9.46E-22	8.62E-21	3.03E-21	TRUE
XOO0416	180	43	2.065588342	2.079823536	9.561593928	1.16E-21	1.05E-20	3.71E-21	TRUE
XOO4743	729	414	0.816288047	0.830523241	9.541814447	1.40E-21	1.27E-20	4.47E-21	TRUE
XOO0506	712	1128	-0.663817921	-0.649582727	-9.532361026	1.54E-21	1.39E-20	4.89E-21	TRUE
XOO3823	1136	1649	-0.537628564	-0.523393369	-9.492400261	2.26E-21	2.04E-20	7.17E-21	TRUE
XOO0002	4268	5236	-0.294904921	-0.280669727	-9.46473203	2.94E-21	2.65E-20	9.32E-21	TRUE
XOO2058	3062	2393	0.355653886	0.369889081	9.436037924	3.87E-21	3.48E-20	1.22E-20	TRUE
XOO2162	1619	2219	-0.454806682	-0.440571487	-9.403688083	5.27E-21	4.72E-20	1.66E-20	TRUE
XOO2548	558	291	0.939245969	0.953481164	9.381710662	6.49E-21	5.81E-20	2.04E-20	TRUE
XOO0054	1556	2142	-0.46111642	-0.446881225	-9.361077292	7.89E-21	7.05E-20	2.48E-20	TRUE
XOO0312	120	17	2.819427754	2.833662949	9.33408267	1.02E-20	9.08E-20	3.19E-20	TRUE
XOO2597	267	532	-0.994586504	-0.980351309	-9.328760813	1.07E-20	9.52E-20	3.35E-20	TRUE
XOO2610	125	320	-1.35614381	-1.341908616	-9.301724231	1.38E-20	1.23E-19	4.31E-20	TRUE
XOO1617	472	808	-0.775568433	-0.761333239	-9.273946225	1.79E-20	1.59E-19	5.58E-20	TRUE
XOO2611	209	446	-1.093540768	-1.079305573	-9.243719617	2.38E-20	2.10E-19	7.39E-20	TRUE
XOO0781	4186	5114	-0.288879849	-0.274644654	-9.162450258	5.07E-20	4.47E-19	1.57E-19	TRUE
XOO0281	3251	2582	0.332394555	0.34662975	9.148547683	5.77E-20	5.07E-19	1.78E-19	TRUE
XOO4288	72592	76825	-0.081765297	-0.067530102	-9.14311164	6.07E-20	5.32E-19	1.87E-19	TRUE
XOO0113	2203	2878	-0.385597097	-0.371361902	-9.136779187	6.43E-20	5.63E-19	1.98E-19	TRUE
XOO2939	4646	3847	0.272255325	0.286490519	9.135583443	6.51E-20	5.68E-19	2.00E-19	TRUE
XOO0698	1830	1333	0.457166868	0.471402063	9.133176785	6.65E-20	5.80E-19	2.04E-19	TRUE
XOO4471	807	489	0.722734208	0.736969403	9.054139023	1.38E-19	1.20E-18	4.21E-19	TRUE
XOO2712	2736	3479	-0.346604449	-0.332369254	-9.052492429	1.40E-19	1.21E-18	4.26E-19	TRUE
XOO1878	1554	2117	-0.446034766	-0.431799571	-9.015729975	1.96E-19	1.69E-18	5.95E-19	TRUE
XOO0194	2867	2249	0.350258243	0.364493438	9.005644169	2.14E-19	1.85E-18	6.51E-19	TRUE
XOO0950	367	658	-0.842307521	-0.828072326	-8.99776967	2.30E-19	1.99E-18	6.98E-19	TRUE
XOO2043	9666	8546	0.177669678	0.191904872	8.978761251	2.74E-19	2.36E-18	8.28E-19	TRUE
XOO1925	677	1056	-0.641382096	-0.627146901	-8.939187021	3.92E-19	3.37E-18	1.18E-18	TRUE
XOO4782	279	108	1.36923381	1.383469004	8.934089611	4.11E-19	3.52E-18	1.24E-18	TRUE
XOO3559	3673	4520	-0.299363877	-0.285128682	-8.925795206	4.43E-19	3.78E-18	1.33E-18	TRUE
XOO2774	903	571	0.661235242	0.675470437	8.872479264	7.15E-19	6.10E-18	2.14E-18	TRUE
XOO1844	594	948	-0.674424128	-0.660188933	-8.864956855	7.65E-19	6.51E-18	2.29E-18	TRUE
XOO4713	2062	1551	0.410845646	0.425080841	8.812939461	1.22E-18	1.04E-17	3.64E-18	TRUE
XOO4528	481	250	0.944108799	0.958343994	8.747366607	2.18E-18	1.85E-17	6.51E-18	TRUE
XOO3728	330	599	-0.860089979	-0.845854784	-8.74221948	2.29E-18	1.93E-17	6.80E-18	TRUE
XOO0029	181	390	-1.107484427	-1.093249232	-8.734430125	2.45E-18	2.07E-17	7.27E-18	TRUE
XOO0696	1084	723	0.584297204	0.598532399	8.729665919	2.55E-18	2.15E-17	7.56E-18	TRUE
XOO0108	1515	1084	0.482953037	0.497188232	8.725171778	2.66E-18	2.23E-17	7.85E-18	TRUE
XOO3741	1307	909	0.523906942	0.538142136	8.709388037	3.06E-18	2.56E-17	9.01E-18	TRUE
XOO3579	1674	2235	-0.416975304	-0.402740109	-8.683930367	3.82E-18	3.20E-17	1.12E-17	TRUE
XOO2593	125	304	-1.282143229	-1.267908034	-8.676785459	4.07E-18	3.40E-17	1.20E-17	TRUE
XOO2615	1639	2193	-0.420089958	-0.405854763	-8.663749017	4.56E-18	3.80E-17	1.34E-17	TRUE
XOO4377	405	695	-0.77909107	-0.764855875	-8.635462538	5.85E-18	4.86E-17	1.71E-17	TRUE
XOO2286	496	813	-0.712915232	-0.698680037	-8.630260736	6.12E-18	5.08E-17	1.79E-17	TRUE
XOO1504	1521	1094	0.475407415	0.48964261	8.621027471	6.64E-18	5.50E-17	1.93E-17	TRUE
XOO0394	2337	2991	-0.355970176	-0.341734982	-8.615599405	6.96E-18	5.75E-17	2.02E-17	TRUE
XOO4447	491	805	-0.713265759	-0.699030564	-8.591473247	8.59E-18	7.08E-17	2.49E-17	TRUE
XOO2591	175	377	-1.107209601	-1.092974407	-8.585861776	9.02E-18	7.42E-17	2.61E-17	TRUE
XOO1783	492	806	-0.712121523	-0.697886329	-8.584439115	9.13E-18	7.50E-17	2.64E-17	TRUE
XOO0808	712	430	0.727540581	0.741775776	8.552778272	1.20E-17	9.85E-17	3.46E-17	TRUE
XOO3481	4581	5487	-0.260355013	-0.246119818	-8.54761462	1.26E-17	1.03E-16	3.61E-17	TRUE
XOO0095	231	456	-0.981140973	-0.966905778	-8.538107409	1.36E-17	1.11E-16	3.92E-17	TRUE
XOO3232	2882	2295	0.328576182	0.342811376	8.524073692	1.54E-17	1.26E-16	4.41E-17	TRUE
XOO3911	1051	1491	-0.504517588	-0.490282394	-8.503685908	1.84E-17	1.49E-16	5.25E-17	TRUE
XOO1854	522	841	-0.688055994	-0.673820799	-8.501885942	1.87E-17	1.51E-16	5.32E-17	TRUE
XOO0724	13069	11853	0.140896503	0.155131697	8.497775477	1.93E-17	1.57E-16	5.50E-17	TRUE
XOO0853	73	215	-1.558368291	-1.544133096	-8.471219674	2.43E-17	1.96E-16	6.90E-17	TRUE
XOO4532	1771	1317	0.427308866	0.441544061	8.459273312	2.69E-17	2.17E-16	7.63E-17	TRUE
XOO1910	1032	1463	-0.503486799	-0.489251604	-8.407224695	4.20E-17	3.38E-16	1.19E-16	TRUE
XOO2461	1925	2504	-0.379376116	-0.365140922	-8.388343393	4.93E-17	3.96E-16	1.39E-16	TRUE
XOO2605	427	714	-0.741688004	-0.72745281	-8.378836767	5.35E-17	4.29E-16	1.51E-16	TRUE
XOO3170	1818	1363	0.415566637	0.429801832	8.359908711	6.28E-17	5.02E-16	1.77E-16	TRUE
XOO3950	3492	4265	-0.288492183	-0.274256988	-8.35523766	6.53E-17	5.21E-16	1.83E-16	TRUE
XOO2186	4140	4980	-0.266514975	-0.25227978	-8.337483758	7.59E-17	6.05E-16	2.13E-16	TRUE
XOO4488	1438	1937	-0.429760278	-0.415525084	-8.322160723	8.64E-17	6.87E-16	2.42E-16	TRUE
XOO0006	57	184	-1.690671942	-1.676436747	-8.315336037	9.15E-17	7.26E-16	2.55E-16	TRUE
XOO4152	782	1155	-0.562652339	-0.548417144	-8.287629227	1.16E-16	9.15E-16	3.22E-16	TRUE
XOO1325	2879	3575	-0.312375453	-0.298140258	-8.280611098	1.23E-16	9.69E-16	3.41E-16	TRUE
